Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk,credit_duration_ratio
46,1,1,2,4,3,730,7,5,0,104.28571428571429
51,1,3,0,0,0,1164,8,7,0,145.5
41,0,1,1,0,1,5954,42,0,0,141.76190476190476
40,1,3,1,4,0,1977,36,3,1,54.916666666666664
66,1,3,0,0,0,1526,12,1,0,127.16666666666667
34,1,2,1,0,0,3965,42,5,1,94.4047619047619
51,1,2,1,0,1,4771,11,5,0,433.72727272727275
39,1,1,1,4,3,9436,54,1,0,174.74074074074073
22,1,2,1,0,1,3832,30,4,0,127.73333333333333
44,0,2,1,4,3,5943,24,5,1,247.625
47,1,2,1,2,3,1213,15,5,0,80.86666666666666
24,0,1,2,1,3,1568,18,0,0,87.11111111111111
58,0,1,1,0,0,1755,24,7,0,73.125
52,1,1,1,0,0,2315,10,5,0,231.5
29,0,3,1,0,3,1412,12,0,0,117.66666666666667
27,0,2,1,0,1,1295,18,4,0,71.94444444444444
47,1,2,0,1,1,12612,36,3,1,350.3333333333333
30,1,3,1,1,0,2249,18,1,0,124.94444444444444
28,1,2,1,0,0,1108,12,6,1,92.33333333333333
56,1,2,1,0,3,618,12,5,0,51.5
54,1,2,1,0,0,1409,12,1,0,117.41666666666667
33,0,1,1,4,3,797,12,5,1,66.41666666666667
20,1,2,2,4,2,3617,24,4,0,150.70833333333334
54,1,2,1,3,1,1318,12,1,0,109.83333333333333
58,1,2,2,0,1,15945,54,0,1,295.27777777777777
61,0,2,1,4,3,2012,12,3,0,167.66666666666666
34,1,2,1,1,1,2622,18,0,0,145.66666666666666
36,1,2,1,0,1,2337,36,5,0,64.91666666666667
36,1,3,2,4,1,7057,20,1,0,352.85
41,1,1,2,1,3,1469,24,1,0,61.208333333333336
24,1,2,2,0,1,2323,36,5,0,64.52777777777777
24,0,2,1,0,3,932,6,5,0,155.33333333333334
35,1,2,2,0,1,1919,9,4,0,213.22222222222223
26,1,2,2,4,3,2445,12,1,0,203.75
39,1,3,1,0,1,11938,24,7,1,497.4166666666667
39,1,3,1,0,3,6458,18,1,1,358.77777777777777
32,1,2,1,0,1,6078,12,1,0,506.5
30,0,2,1,4,0,7721,24,4,0,321.7083333333333
35,1,2,1,2,1,1410,14,0,0,100.71428571428571
31,1,2,1,1,1,1449,6,0,0,241.5
23,0,2,2,0,2,392,15,3,0,26.133333333333333
28,1,1,2,0,1,6260,18,1,0,347.77777777777777
25,0,2,1,0,3,7855,36,1,1,218.19444444444446
35,1,2,1,2,0,1680,12,5,0,140.0
47,1,2,1,4,3,3578,48,5,0,74.54166666666667
30,0,3,1,4,0,7174,42,5,1,170.8095238095238
27,0,2,2,4,0,2132,10,4,0,213.2
23,0,2,1,2,0,4281,33,4,1,129.72727272727272
36,1,3,1,2,1,2366,12,1,0,197.16666666666666
25,0,2,1,0,0,1835,21,5,1,87.38095238095238
41,0,3,2,0,3,3868,24,1,0,161.16666666666666
24,1,1,2,0,3,1768,12,4,0,147.33333333333334
63,1,2,0,0,2,781,10,1,0,78.1
27,0,2,2,4,1,1924,18,4,1,106.88888888888889
30,1,2,1,0,0,2121,12,1,0,176.75
40,1,1,1,0,0,701,12,5,0,58.416666666666664
30,1,2,1,0,1,639,12,6,1,53.25
34,1,3,1,0,1,1860,12,1,0,155.0
29,0,2,1,0,0,3499,12,1,1,291.5833333333333
24,0,2,1,4,1,8487,48,1,0,176.8125
29,1,2,1,0,0,6887,36,3,1,191.30555555555554
27,1,1,1,0,3,2708,15,4,0,180.53333333333333
47,1,2,0,0,3,1984,18,4,0,110.22222222222223
21,0,2,1,1,3,10144,60,5,0,169.06666666666666
38,0,2,1,4,3,1240,12,5,0,103.33333333333333
27,1,2,1,3,3,8613,27,1,0,319.0
66,1,1,1,2,1,766,12,5,1,63.833333333333336
35,1,2,1,4,1,2728,15,5,0,181.86666666666667
44,0,1,2,0,2,1881,12,5,0,156.75
27,1,0,1,3,2,709,6,1,0,118.16666666666667
30,0,3,1,0,1,4795,36,5,0,133.19444444444446
27,1,3,1,0,0,3416,27,5,0,126.51851851851852
22,1,2,1,0,0,2462,18,4,1,136.77777777777777
23,0,2,1,0,3,2288,21,4,0,108.95238095238095
30,1,2,1,1,1,3566,48,0,0,74.29166666666667
39,0,2,1,0,0,860,6,1,0,143.33333333333334
51,0,2,1,1,3,682,12,1,0,56.833333333333336
28,1,2,1,0,0,5371,36,4,0,149.19444444444446
46,1,2,1,3,3,1582,18,5,0,87.88888888888889
42,1,2,0,1,3,1346,6,5,0,224.33333333333334
38,1,2,1,0,3,1924,10,5,0,192.4
24,1,2,1,0,2,5848,36,5,0,162.44444444444446
29,0,2,2,3,1,7758,24,1,0,323.25
36,1,3,2,1,1,6967,24,0,0,290.2916666666667
20,0,2,2,0,0,1282,12,4,1,106.83333333333333
48,1,2,1,1,0,1288,9,6,0,143.11111111111111
45,1,1,1,0,0,339,12,3,0,28.25
38,1,2,1,1,1,3512,24,1,0,146.33333333333334
34,1,1,1,4,3,1898,6,5,0,316.3333333333333
36,1,2,1,1,3,2872,24,5,0,119.66666666666667
30,0,2,1,0,3,1055,18,1,0,58.611111111111114
36,1,2,1,2,3,1262,15,2,0,84.13333333333334
70,1,3,0,0,1,7308,10,1,0,730.8
36,1,2,1,2,3,909,36,1,0,25.25
32,1,2,1,2,3,2978,6,4,0,496.3333333333333
33,0,2,1,0,0,1131,18,4,1,62.833333333333336
20,0,2,1,3,1,1577,11,4,0,143.36363636363637
25,0,2,2,0,3,3972,24,4,0,165.5
31,1,2,1,0,1,1935,24,0,1,80.625
33,1,2,2,0,0,950,15,1,1,63.333333333333336
26,0,2,1,0,3,763,12,4,0,63.583333333333336
34,0,3,1,0,1,2064,24,4,1,86.0
33,1,2,1,0,1,1414,8,5,0,176.75
26,1,2,1,0,0,3414,21,3,1,162.57142857142858
53,0,3,1,4,3,7485,30,1,1,249.5
42,1,2,1,0,0,2577,12,4,0,214.75
52,1,2,1,2,0,338,6,5,0,56.333333333333336
31,1,3,2,0,3,1963,12,5,0,163.58333333333334
65,1,2,1,0,0,571,21,1,0,27.19047619047619
28,1,2,1,0,3,9572,36,0,1,265.8888888888889
30,1,3,1,0,1,4455,36,0,1,123.75
40,1,1,1,4,0,1647,21,1,1,78.42857142857143
50,1,2,1,3,3,3777,24,4,0,157.375
36,1,2,1,0,1,884,18,1,1,49.111111111111114
31,1,2,1,0,3,1360,15,5,0,90.66666666666667
74,0,3,0,0,1,5129,9,1,1,569.8888888888889
68,1,0,0,0,1,1175,16,1,0,73.4375
20,1,2,1,1,0,674,12,5,1,56.166666666666664
33,0,2,1,0,1,3244,18,4,0,180.22222222222223
54,1,3,1,3,3,4591,24,0,1,191.29166666666666
34,1,1,0,1,1,3844,48,0,1,80.08333333333333
36,1,2,1,0,1,3915,27,0,1,145.0
29,1,2,2,0,3,2108,6,5,0,351.3333333333333
21,1,2,2,1,1,3031,45,5,1,67.35555555555555
34,0,3,1,0,1,1501,9,3,1,166.77777777777777
28,0,2,1,0,3,1382,6,5,0,230.33333333333334
27,0,2,2,1,1,951,12,4,1,79.25
36,1,2,0,4,1,2760,24,1,0,115.0
40,1,3,1,0,1,4297,18,4,1,238.72222222222223
52,1,2,1,2,3,936,9,3,0,104.0
27,1,1,1,0,0,1168,12,1,0,97.33333333333333
26,1,2,1,0,3,5117,27,0,0,189.5185185185185
21,1,2,2,0,0,902,12,3,1,75.16666666666667
38,1,1,1,0,3,1495,12,1,0,124.58333333333333
38,1,3,0,0,0,10623,30,1,0,354.1
43,1,2,1,0,3,1935,12,4,0,161.25
26,1,2,1,0,1,1424,12,2,0,118.66666666666667
21,1,1,1,0,0,6568,24,0,0,273.6666666666667
55,1,2,1,3,3,1413,12,1,0,117.75
33,1,2,1,4,3,3074,9,5,0,341.55555555555554
45,0,1,1,4,3,3835,36,5,0,106.52777777777777
50,1,2,1,0,0,5293,27,0,1,196.03703703703704
66,1,3,1,0,2,1908,30,0,1,63.6
51,1,2,1,4,3,3342,36,5,0,92.83333333333333
39,0,1,1,4,1,932,6,3,0,155.33333333333334
31,1,2,1,0,0,3104,18,0,0,172.44444444444446
23,1,2,1,0,2,3913,36,5,0,108.69444444444444
24,1,1,2,0,0,3021,24,4,0,125.875
64,0,2,1,0,3,1364,10,1,0,136.4
26,1,1,1,0,1,625,12,5,0,52.083333333333336
23,0,2,2,4,0,1200,12,3,0,100.0
30,1,2,1,0,3,707,12,5,0,58.916666666666664
32,1,2,1,4,3,2978,24,0,0,124.08333333333333
30,1,2,1,0,3,4657,15,1,0,310.46666666666664
27,1,2,1,0,3,2613,36,6,0,72.58333333333333
27,1,2,1,3,1,10961,48,5,1,228.35416666666666
53,1,3,0,0,0,7865,12,4,1,655.4166666666666
22,1,2,1,0,3,1478,9,5,1,164.22222222222223
22,1,2,0,0,0,3149,24,4,0,131.20833333333334
26,1,2,1,0,2,4210,36,5,1,116.94444444444444
51,1,1,0,2,3,2507,9,1,0,278.55555555555554
35,1,2,1,1,3,2141,12,5,0,178.41666666666666
25,1,1,1,0,1,866,18,5,0,48.111111111111114
42,1,1,1,0,3,1544,4,5,0,386.0
30,1,3,1,0,0,1823,24,5,1,75.95833333333333
23,1,0,1,4,1,14555,6,1,1,2425.8333333333335
61,1,1,2,1,1,2767,21,0,1,131.76190476190476
35,0,2,1,0,3,1291,12,5,0,107.58333333333333
39,1,2,1,0,0,2522,30,5,0,84.06666666666666
29,0,2,1,4,0,915,24,1,1,38.125
51,1,2,1,0,3,1595,6,5,0,265.8333333333333
24,1,2,0,0,0,4605,48,1,1,95.9375
27,0,2,1,0,3,1185,12,0,0,98.75
35,0,1,1,2,3,3447,12,3,0,287.25
25,1,2,1,0,3,1258,24,0,0,52.416666666666664
52,1,2,1,0,3,717,12,5,0,59.75
35,1,2,2,1,3,1204,6,1,0,200.66666666666666
26,1,2,1,0,2,1925,24,4,0,80.20833333333333
22,0,2,2,0,3,433,18,5,1,24.055555555555557
39,0,1,1,3,0,666,6,1,0,111.0
46,0,1,1,0,2,2251,12,4,0,187.58333333333334
24,0,2,1,0,1,2150,30,1,1,71.66666666666667
35,1,2,1,1,3,4151,24,4,0,172.95833333333334
24,1,2,1,4,1,2030,9,4,0,225.55555555555554
27,1,1,1,4,1,7418,60,5,0,123.63333333333334
35,1,1,1,0,3,2684,24,5,0,111.83333333333333
29,1,2,0,0,0,2149,12,5,1,179.08333333333334
23,0,2,1,1,3,3812,15,1,0,254.13333333333333
57,0,1,1,1,3,1154,11,5,0,104.9090909090909
27,1,2,1,0,0,1657,12,4,0,138.08333333333334
55,0,2,1,0,0,1603,24,5,0,66.79166666666667
36,1,3,0,0,0,5302,18,1,0,294.55555555555554
57,0,1,0,0,3,2748,12,3,0,229.0
32,1,1,1,0,3,1231,10,1,0,123.1
37,1,2,1,0,1,802,15,5,1,53.46666666666667
36,1,2,1,4,3,6304,36,0,0,175.11111111111111
38,0,2,1,0,3,1533,24,5,0,63.875
45,1,3,1,0,0,8978,14,1,1,641.2857142857143
25,1,2,1,4,3,999,24,5,0,41.625
32,1,2,1,4,3,2662,18,1,0,147.88888888888889
37,0,2,2,2,3,1402,12,4,0,116.83333333333333
36,1,3,0,4,1,12169,48,1,0,253.52083333333334
28,1,2,1,0,1,3060,48,5,1,63.75
34,1,1,1,0,0,11998,30,6,1,399.93333333333334
32,1,2,1,0,3,2697,9,5,0,299.6666666666667
26,0,2,1,0,3,2404,18,5,0,133.55555555555554
49,1,1,1,4,0,1262,12,4,0,105.16666666666667
32,0,2,1,0,3,4611,6,4,1,768.5
29,1,3,2,1,3,1901,24,5,0,79.20833333333333
23,1,2,2,3,3,3368,15,1,0,224.53333333333333
50,1,2,1,0,3,1574,12,4,0,131.16666666666666
49,1,1,1,4,2,1445,18,5,0,80.27777777777777
63,1,2,1,4,3,1520,15,4,0,101.33333333333333
37,1,2,1,1,1,3878,24,1,0,161.58333333333334
35,0,1,1,0,0,10722,47,1,0,228.12765957446808
26,1,2,1,0,0,4788,48,1,0,99.75
31,1,3,0,1,1,7582,48,7,0,157.95833333333334
49,0,2,1,0,1,1092,12,5,0,91.0
48,1,2,1,0,0,1024,24,5,1,42.666666666666664
26,1,2,1,0,3,1076,12,0,0,89.66666666666667
28,1,3,2,0,1,9398,36,1,1,261.05555555555554
44,0,3,0,0,0,6419,24,1,0,267.4583333333333
56,1,2,0,0,2,4796,42,1,0,114.19047619047619
46,1,3,1,4,3,7629,48,0,0,158.9375
26,0,2,1,0,1,9960,48,4,1,207.5
20,0,2,2,4,3,4675,12,1,0,389.5833333333333
45,1,1,1,4,3,1287,10,1,0,128.7
43,1,2,1,0,3,2515,18,4,0,139.72222222222223
32,1,2,1,3,1,2745,21,4,0,130.71428571428572
54,0,0,1,0,3,672,6,1,0,112.0
42,0,2,1,0,1,3804,36,5,1,105.66666666666667
37,1,1,1,4,2,1344,24,1,1,56.0
49,1,2,1,0,0,1038,10,1,0,103.8
44,1,2,0,2,3,10127,48,1,1,210.97916666666666
33,1,2,1,3,3,1543,6,4,0,257.1666666666667
24,0,1,2,4,3,4811,30,1,0,160.36666666666667
33,1,1,1,1,0,727,12,5,1,60.583333333333336
24,0,2,1,0,1,1237,8,4,1,154.625
22,1,1,2,0,1,276,9,1,0,30.666666666666668
40,1,0,0,4,1,5381,48,7,0,112.10416666666667
25,1,2,1,1,3,5511,24,4,0,229.625
26,0,2,1,0,2,3749,24,4,0,156.20833333333334
25,1,1,1,0,1,685,12,1,1,57.083333333333336
29,1,1,1,4,2,1494,4,1,0,373.5
31,1,2,1,0,0,2746,36,4,1,76.27777777777777
38,1,1,1,0,0,708,12,4,0,59.0
48,0,1,1,4,1,4351,24,4,0,181.29166666666666
32,1,2,1,0,3,701,12,3,0,58.416666666666664
27,0,1,1,0,0,3643,15,4,0,242.86666666666667
28,1,3,1,0,1,4249,30,1,1,141.63333333333333
32,1,2,1,0,0,1938,24,5,1,80.75
34,1,3,0,0,0,2910,24,1,0,121.25
28,1,2,1,3,0,2659,18,4,0,147.72222222222223
36,0,2,1,0,3,1028,18,1,0,57.111111111111114
39,1,1,1,0,0,3398,8,1,0,424.75
49,1,2,2,4,3,5801,12,4,0,483.4166666666667
34,0,2,1,3,3,1525,24,1,0,63.541666666666664
31,1,2,1,0,2,4473,36,5,0,124.25
28,1,2,1,0,1,1068,6,5,0,178.0
75,1,3,0,0,0,6615,24,1,0,275.625
30,0,2,1,1,3,1864,18,3,1,103.55555555555556
24,0,3,1,1,1,7408,60,1,1,123.46666666666667
24,0,1,2,1,3,11590,48,1,1,241.45833333333334
23,1,2,2,0,0,4110,24,4,1,171.25
44,1,3,2,0,0,3384,6,4,1,564.0
23,0,1,1,0,1,2101,13,5,0,161.6153846153846
24,0,2,2,4,0,1275,15,2,1,85.0
28,1,2,1,0,0,4169,24,4,0,173.70833333333334
31,1,1,1,0,1,1521,10,4,0,152.1
24,0,2,0,0,1,5743,24,3,0,239.29166666666666
26,0,1,2,0,0,3599,21,4,0,171.38095238095238
25,1,2,2,2,1,3213,18,5,0,178.5
33,1,3,1,0,1,4439,18,0,0,246.61111111111111
37,1,1,1,0,2,3949,10,1,0,394.9
43,0,1,1,0,3,1459,15,5,0,97.26666666666667
23,1,2,1,0,1,882,13,5,0,67.84615384615384
23,0,0,2,2,1,3758,24,5,0,156.58333333333334
34,1,1,1,1,3,1743,6,0,0,290.5
32,1,2,0,3,1,1136,9,3,1,126.22222222222223
23,0,2,2,0,3,1236,9,2,0,137.33333333333334
29,0,2,1,0,1,959,9,4,1,106.55555555555556
38,1,3,1,4,3,3229,18,1,0,179.38888888888889
28,1,2,2,0,0,6199,12,5,1,516.5833333333334
46,1,2,0,2,3,727,10,3,0,72.7
23,1,1,1,0,1,1246,24,1,1,51.916666666666664
49,1,2,1,4,3,2331,12,5,0,194.25
26,1,3,1,0,3,4463,36,5,1,123.97222222222223
28,1,2,1,0,3,776,12,5,0,64.66666666666667
23,0,2,2,0,0,2406,30,4,1,80.2
61,1,2,0,4,1,1239,18,3,0,68.83333333333333
37,1,3,1,4,2,3399,12,5,0,283.25
36,0,2,1,0,2,2247,12,1,0,187.25
21,1,2,2,0,3,1766,6,4,0,294.3333333333333
25,1,0,1,0,0,2473,18,4,1,137.38888888888889
36,1,2,1,0,3,1542,12,0,0,128.5
27,1,2,1,0,3,3850,18,1,0,213.88888888888889
22,0,2,2,0,0,3650,18,4,0,202.77777777777777
42,1,2,1,0,0,3446,36,4,1,95.72222222222223
40,0,2,2,0,1,3001,18,4,0,166.72222222222223
36,1,2,1,4,3,3079,36,1,0,85.52777777777777
33,1,2,1,0,3,6070,18,5,0,337.22222222222223
23,0,2,2,0,3,2146,10,4,0,214.6
63,1,3,0,4,3,13756,60,1,0,229.26666666666668
60,0,3,0,1,1,14782,60,7,1,246.36666666666667
37,0,2,2,0,0,7685,48,0,1,160.10416666666666
34,1,2,1,0,3,2320,18,5,0,128.88888888888889
36,1,2,0,4,3,846,7,5,0,120.85714285714286
57,1,3,0,0,1,14318,36,1,1,397.72222222222223
52,0,1,1,1,3,362,6,1,0,60.333333333333336
39,1,2,1,4,0,2212,20,4,0,110.6
38,0,3,0,0,1,12976,18,1,1,720.8888888888889
25,0,2,2,4,3,1283,22,1,0,58.31818181818182
26,1,2,1,0,2,1330,12,1,0,110.83333333333333
26,1,1,1,1,3,4272,30,0,0,142.4
25,0,2,1,0,3,2238,18,5,0,124.33333333333333
21,0,2,2,4,3,1126,18,5,0,62.55555555555556
40,1,3,1,0,1,7374,18,4,0,409.6666666666667
27,1,2,1,2,1,2326,15,0,0,155.06666666666666
27,0,2,1,0,3,1449,9,0,0,161.0
30,1,3,1,0,3,1820,18,1,0,101.11111111111111
19,0,1,2,3,1,983,12,4,0,81.91666666666667
39,1,3,0,0,0,3249,36,1,0,90.25
31,0,2,1,0,0,1957,6,5,0,326.1666666666667
31,1,3,1,0,3,2406,9,4,0,267.3333333333333
32,1,2,2,1,1,11760,39,3,0,301.53846153846155
55,0,3,0,0,0,2578,12,4,0,214.83333333333334
46,1,2,1,0,0,2348,36,4,0,65.22222222222223
46,1,2,2,0,1,1223,12,1,1,101.91666666666667
43,0,1,1,3,3,1516,24,5,0,63.166666666666664
39,1,2,1,0,3,1473,18,5,0,81.83333333333333
28,1,2,1,4,1,1887,18,0,0,104.83333333333333
27,1,2,1,0,3,8648,24,0,1,360.3333333333333
27,1,1,1,0,3,802,14,1,0,57.285714285714285
43,1,2,1,4,1,2899,18,1,0,161.05555555555554
22,1,2,1,0,1,2039,24,5,1,84.95833333333333
43,1,2,1,4,3,2197,24,1,0,91.54166666666667
27,1,2,1,0,0,1053,15,5,0,70.2
26,1,3,1,2,3,3235,24,5,0,134.79166666666666
28,1,2,1,2,2,939,12,1,1,78.25
20,0,2,1,0,1,1967,24,5,0,81.95833333333333
35,1,3,1,0,3,7253,33,1,0,219.78787878787878
42,1,3,1,0,3,2292,12,0,1,191.0
40,1,1,2,2,3,1597,10,1,0,159.7
35,0,2,1,4,0,1381,24,1,1,57.541666666666664
35,1,2,1,0,3,5842,36,1,0,162.27777777777777
33,1,1,1,0,0,2579,12,1,1,214.91666666666666
23,0,2,2,4,0,8471,18,3,0,470.6111111111111
31,0,3,1,2,3,2782,21,1,0,132.47619047619048
33,0,2,1,4,1,1042,18,1,1,57.888888888888886
20,0,2,2,3,3,3186,15,1,0,212.4
30,1,2,1,4,1,2028,12,1,0,169.0
47,1,1,1,0,1,958,12,1,0,79.83333333333333
34,1,3,1,1,3,1591,21,4,0,75.76190476190476
25,0,2,1,4,1,2762,12,4,1,230.16666666666666
21,1,2,2,0,1,2779,18,1,0,154.38888888888889
29,1,2,1,0,3,2743,28,5,0,97.96428571428571
46,1,2,1,3,3,1149,18,5,0,63.833333333333336
20,1,2,1,0,3,1313,9,4,0,145.88888888888889
55,0,0,0,0,0,1190,18,6,1,66.11111111111111
74,1,1,1,0,3,3448,5,0,0,689.6
29,1,3,1,0,1,11328,24,7,1,472.0
36,1,3,0,0,0,1872,6,4,0,312.0
33,1,2,1,0,3,2058,24,6,0,85.75
25,1,2,1,0,0,2136,9,4,0,237.33333333333334
25,1,2,1,4,1,1484,12,5,1,123.66666666666667
23,1,1,2,2,3,660,6,6,0,110.0
37,0,2,1,3,3,1287,24,1,0,53.625
65,1,0,1,0,0,3394,42,6,0,80.80952380952381
26,0,0,1,0,2,609,12,0,1,50.75
39,1,3,1,0,3,1884,12,1,0,157.0
30,0,2,1,0,0,1620,12,4,0,135.0
29,1,2,1,0,1,2629,20,7,0,131.45
41,1,1,1,0,3,719,12,3,1,59.916666666666664
30,0,3,1,0,1,5096,48,4,1,106.16666666666667
41,0,1,2,4,3,1244,9,3,0,138.22222222222223
34,0,2,1,0,0,1842,36,1,1,51.166666666666664
35,1,2,1,0,1,2576,7,5,0,368.0
55,0,3,1,4,2,1424,12,4,0,118.66666666666667
61,1,2,1,3,1,1512,15,6,1,100.8
30,1,3,1,4,3,11054,36,1,0,307.05555555555554
29,0,2,1,0,3,518,6,5,0,86.33333333333333
34,1,2,1,0,3,2759,12,4,0,229.91666666666666
35,1,3,1,0,3,2670,24,1,0,111.25
31,1,2,1,0,0,4817,24,1,1,200.70833333333334
29,0,3,1,0,3,2679,24,1,0,111.625
36,1,2,2,0,0,3905,11,1,0,355.0
35,1,2,0,0,0,3386,12,1,1,282.1666666666667
27,0,2,1,0,0,343,6,2,0,57.166666666666664
32,1,2,1,0,3,4594,18,5,0,255.22222222222223
37,1,2,1,0,0,3620,36,4,0,100.55555555555556
36,1,2,1,0,0,1721,15,1,0,114.73333333333333
34,0,3,2,0,1,3017,12,4,0,251.41666666666666
38,1,2,1,4,1,754,12,3,0,62.833333333333336
34,1,2,1,0,3,1950,18,0,0,108.33333333333333
63,1,2,1,0,0,2924,24,1,0,121.83333333333333
29,0,1,2,0,0,1659,24,5,1,69.125
32,1,2,1,4,3,7238,48,5,0,150.79166666666666
26,0,2,1,0,3,2764,33,0,0,83.75757575757575
35,1,1,1,0,3,4679,24,1,0,194.95833333333334
22,1,2,2,1,1,3092,24,5,1,128.83333333333334
23,0,2,1,0,0,448,6,3,1,74.66666666666667
28,1,1,1,0,0,654,9,1,1,72.66666666666667
36,1,3,1,4,3,1238,6,3,0,206.33333333333334
33,1,2,1,0,1,1245,18,5,1,69.16666666666667
26,0,2,2,0,0,3114,18,4,1,173.0
24,1,2,1,2,3,2569,39,1,0,65.87179487179488
25,1,2,1,0,2,5152,24,5,0,214.66666666666666
39,1,1,1,1,1,1037,12,0,0,86.41666666666667
44,1,2,1,0,0,1478,15,4,0,98.53333333333333
23,0,1,1,0,1,3573,12,5,0,297.75
26,1,2,1,0,1,1201,24,1,0,50.041666666666664
57,0,2,2,3,0,3622,30,4,0,120.73333333333333
30,0,2,1,3,3,960,15,4,0,64.0
44,1,2,1,2,3,1163,12,1,0,96.91666666666667
47,1,3,1,0,1,1209,6,1,1,201.5
52,1,2,1,0,3,3077,12,5,0,256.4166666666667
62,0,2,0,0,3,3757,24,1,0,156.54166666666666
35,1,1,2,1,3,1418,10,1,0,141.8
26,1,2,2,0,3,3518,6,1,0,586.3333333333334
26,1,2,1,0,3,1934,12,5,0,161.16666666666666
42,0,3,0,0,1,8318,27,0,1,308.0740740740741
27,0,2,1,1,3,1237,6,5,0,206.16666666666666
38,1,2,1,4,1,368,6,5,0,61.333333333333336
39,1,1,2,0,0,2122,12,1,0,176.83333333333334
20,1,2,1,4,0,2996,24,4,1,124.83333333333333
29,1,3,2,1,1,9034,36,4,1,250.94444444444446
40,1,2,1,0,3,1585,24,4,0,66.04166666666667
32,1,1,1,0,1,1301,18,5,0,72.27777777777777
28,1,2,1,1,2,1323,6,1,0,220.5
